
KC Values for Field model
KC Name	Number of Unique Steps	Number of Observations	Intercept (logit)	Intercept (probability)	Slope
AD check_convert	42	1161	17.875882398519575	0.9999999827573939	0.004610210424923836
AD den3	42	1152	0.5331437785890452	0.6302160494540063	0.1711010860140205
AD den4	42	1135	1.9146493145977745	0.8715405737438786	0.29544350736437663
AD den5	42	1107	1.520524084839012	0.8206156417848324	0.02625416353462078
AD done	42	1105	1.0346552222395737	0.737817411857971	0.16893341524695463
AD num3	42	1147	-0.7263325887728262	0.3260000309311576	0.2505809643707335
AD num4	42	1121	-0.11950311752588015	0.47015972457112354	0.16524925798389284
AD num5	42	1099	1.905426461283137	0.8705044621404328	0.07195034005602309
AS den5	30	980	1.467751305388113	0.8127153548944616	0.2958838492682777
AS done	30	979	1.8978501292432952	0.8696480091522427	0.26231132304572297
AS num5	30	980	2.256937273553236	0.9052472525762428	0.14746813268177375
M den5	72	2284	2.204994258586049	0.9006971013036358	0.053810135909228604
M done	72	2283	3.1844328546508414	0.9602442370278144	0.026362586320524732
M num5	72	2286	2.4165096064265135	0.9180776109451169	0.1409504775437093

Student Values for Field model
A student intercept value of "N/A" means the student did not perform any steps associated with any of the KCs in the selected KC model.
Anon Student Id	Intercept
Stu_01266dfb27cc2e1a087884753dbe4f67	-0.5532272538109422
Stu_02ca2dd269971767242cb662efed293f	0.8081574830279287
Stu_03423a8daea9686e2e2bef2e0b279afe	-0.051764312093846555
Stu_036cf130c564066784fa92195fe35456	0.7066543733297447
Stu_040b26ac6d19c064cda902dcce9d8dac	-0.2868962668100778
Stu_054ce6d5c5c85dab35edadb95b08cacc	-0.06794398907042737
Stu_072b48bab72ec040e4c8ce8b817c37f1	-1.2877913927477282
Stu_074676e19476fdd30991e25d8d8a3b90	0.8787420561010606
Stu_0ae887347ae596ee915650ec5d24016f	0.0035616831805890953
Stu_0b78170b3d1039a08bd3be0d6b97a802	-0.3059474163141866
Stu_0ce0b8ab669dfe69300a13089f106823	0.46047432391198945
Stu_0e450348ed9f4cf3ed8c1671714e99fa	-0.6213417653558185
Stu_1252edc864686957de4ffabd44f45455	-1.3133554961910512
Stu_16d1ce0e6f25bb161254969ea8dd6b7a	0.43807793516260185
Stu_1ac61e2b0f3e27c37f7d345002ba63d8	0.7066584464180923
Stu_1fc429ceb289d8aefb38f576c5793b9d	-0.4789756321514114
Stu_2000f3eb618680dcd3952802cfc0c986	1.1638727442628383
