
KC Values for Field model
KC Name	Number of Unique Steps	Number of Observations	Intercept (logit)	Intercept (probability)	Slope
AD check_convert	14	1140	-0.669761074581054	0.3385503422596861	1.1737626161608203
AD den3	14	1140	-0.9071114679689359	0.28759128372631926	0.4829468231953955
AD den4	14	1140	-0.7199058560590769	0.3274137144067413	0.35103181253458066
AD den5	14	1141	-2.9642266213888853	0.04906841265391172	0.34137555103912265
AD done	14	1161	-3.2007571374186328	0.03913724031568149	0.3380893465458484
AD num3	14	1140	-1.2993336441823837	0.21427718491060116	0.4843025727425476
AD num4	14	1140	-2.411548519624702	0.0822962926599405	0.43073648596884884
AD num5	14	1142	-2.923663848359832	0.050996095190389175	0.3186961022474161
AS den5	10	969	0.32074268212192797	0.5795052388023199	0.2925759439712558
AS done	10	981	-0.4887970969348928	0.38017698179123094	0.39227657356588974
AS num5	10	968	-1.5894585601279296	0.16946008736671353	0.7287767862592496
M den5	24	2285	-0.06254202087336974	0.48436958931785895	0.2412369443605429
M done	24	2288	-0.14098132141475303	0.4648129310814432	0.2896636247737942
M num5	24	2285	-0.4578157092816978	0.38750412607341406	0.3973818239509653

Student Values for Field model
A student intercept value of "N/A" means the student did not perform any steps associated with any of the KCs in the selected KC model.
Anon Student Id	Intercept
Stu_00437330-6e84-6957-0300-613a6dfcab74	-0.38839837008595385
Stu_00b15e1b-3d8c-28a4-3bb4-6ac0b6d7340e	0.3687212613879585
Stu_03b87756-b67b-32fa-584b-a25c8a7d06b6	-0.18060336375772648
Stu_0c114b5a-bf9f-4470-f686-d28d92f288b8	0.03399795942482885
Stu_0cb26164-b349-68bc-c5ce-261625a06b57	-0.05963937073799057
Stu_0ffd1489-95d6-bb37-9d8f-663d274f58da	0.17118540105587848
Stu_104296d8-0cc6-a0a0-9d0e-4cdce3ecbcd3	-0.05963938973747843
Stu_126bfdf7-b2b6-c552-ec1e-29cb3d9cc865	-0.2909999643135065
Stu_13add0be-9526-54b1-512f-2b9ba07ff38b	0.06444179069918815
Stu_1519297e-2e2c-4e07-a29f-71de0b32d8dd	-0.4134923490560329
Stu_15275d02-a75e-2e68-56d4-6383add81433	0.20520419798119527
Stu_1c72227c-7c0d-42a7-432b-8d16e27d739a	0.15971016066071542
Stu_1e1e6534-4449-7254-42f0-77eed4cf0fc5	-0.1806033822945924
Stu_1eb24ac4-45f9-ac68-7a1a-3c3e7b414c1a	-0.16029559006396402
Stu_234668f2-d7d6-1400-023e-3ba6dfedbc1c	0.0735827009171816
Stu_26223a65-6f33-b2db-1471-702b902ecd5f	-0.2034093867348393
Stu_28259f83-c1db-c269-988e-5d5e8b6c7579	-0.14060308342520225
Stu_2d02db13-133c-095b-aa4a-d44ddfbd01c7	-0.1795905372236822
Stu_2e4653d7-1533-5e37-f8a6-1ff9c5f93bf0	0.6231038770578515
Stu_2e7138db-be2d-eeb8-deff-6f1cf388fb2d	0.2338902790688206
Stu_31463ace-e98b-124b-99f5-cab21306f5a7	0.43428584598937503
Stu_32ca6ed8-6b6f-4ec9-4bf1-00e06beeb88b	-0.6775474837097833
Stu_334b0c59-5433-4f41-13a7-840280ad9a79	-0.11145064846198806
Stu_3a21acc1-9d91-cc46-8f44-13d6e7c4f822	0.022708544785215726
Stu_3a344c7b-2895-3a89-a2a7-04986715e0c7	-0.22030152160782535
Stu_3c203188-f11c-2cd2-06f0-757a21933be8	0.2547406296015183
Stu_3c549f88-6425-c991-2cf9-d3e90d680b0f	0.3015176104066805
Stu_436c9999-1f25-3631-f07a-166cb7845acf	0.6832869161428444
Stu_45c837e4-d80a-74b7-22ad-05db19d4c60d	-0.7056374057528366
Stu_4616f8ba-470e-3144-bf84-019ef4561f39	0.167110852093905
Stu_46f52a35-5eca-4bbc-5299-3dd2306b5098	-0.06770632811290117
Stu_47856a74-be76-8939-896a-73df78bbbda1	-0.9684358639188343
